,,,,Nation,Pos,Age,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ESP-La Liga,2122,Villarreal,Nikita Iosifov,RUS,MF,20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Villarreal,Opponent Total,,,27.6,38,418,3420.0,38.0,36.0,20.0,32.0,4.0,5.0,98.0,3.0,0.95,0.53,1.47,0.84,1.37,46.5,42.7,29.3,72.0,1.22,0.77,1.99,1.12,1.89
ESP-La Liga,2122,Villarreal,Paco Alcácer,ESP,FW,27.0,18,10,787.0,8.7,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.11,0.34,0.46,0.11,0.46,3.7,3.7,1.7,5.5,0.43,0.2,0.63,0.43,0.63
ESP-La Liga,2122,Villarreal,Pau Torres,ESP,DF,24.0,33,33,2855.0,31.7,5.0,1.0,5.0,0.0,0.0,5.0,0.0,0.16,0.03,0.19,0.16,0.19,3.2,3.2,1.1,4.3,0.1,0.04,0.14,0.1,0.14
ESP-La Liga,2122,Villarreal,Pervis Estupiñán,ECU,DF,23.0,28,17,1575.0,17.5,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06,0.7,0.7,1.9,2.6,0.04,0.11,0.15,0.04,0.15
ESP-La Liga,2122,Villarreal,Raúl Albiol,ESP,DF,35.0,28,28,2465.0,27.4,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.02,0.0,0.02,0.02,0.02
ESP-La Liga,2122,Villarreal,Rubén Peña,ESP,"MF,FW",30.0,7,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,0.17,0.72,0.89,0.17,0.89
ESP-La Liga,2122,Villarreal,Samuel Chukwueze,NGA,"MF,FW",22.0,27,12,1333.0,14.8,3.0,3.0,3.0,0.0,0.0,4.0,0.0,0.2,0.2,0.41,0.2,0.41,4.4,4.4,4.4,8.7,0.29,0.29,0.59,0.29,0.59
ESP-La Liga,2122,Villarreal,Serge Aurier,CIV,DF,28.0,19,10,1010.0,11.2,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,0.8,0.8,1.2,2.0,0.07,0.11,0.18,0.07,0.18
ESP-La Liga,2122,Villarreal,Sergio Asenjo,ESP,GK,32.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Villarreal,Squad Total,,,28.0,38,418,3420.0,38.0,62.0,51.0,57.0,5.0,6.0,81.0,1.0,1.63,1.34,2.97,1.5,2.84,62.6,58.4,46.9,105.2,1.65,1.23,2.88,1.54,2.77
ESP-La Liga,2122,Villarreal,Vicente Iborra,ESP,MF,33.0,20,12,1034.0,11.5,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,0.8,0.8,0.6,1.4,0.07,0.05,0.12,0.07,0.12
ESP-La Liga,2122,Villarreal,Yeremi Pino,ESP,"MF,FW",18.0,31,21,1678.0,18.6,6.0,4.0,6.0,0.0,0.0,2.0,0.0,0.32,0.21,0.54,0.32,0.54,6.2,6.2,3.2,9.4,0.33,0.17,0.5,0.33,0.5
ESP-La Liga,2122,Villarreal,Étienne Capoue,FRA,MF,33.0,30,26,2290.0,25.4,1.0,1.0,1.0,0.0,0.0,9.0,0.0,0.04,0.04,0.08,0.04,0.08,0.6,0.6,0.9,1.4,0.02,0.03,0.06,0.02,0.06
